"IlAdi","IlceAdi","Chp","Akp","Hdp","Mhp","Iyi","Sp","Vatan","HudaPa","Diger","Ittifak1","Ittifak2"
"OSMANİYE","MERKEZ",16458,49974,7328,49962,15906,1870,237,626,0,222,2699
"OSMANİYE","SUMBAS",1253,2902,41,2405,1864,44,53,42,0,19,123
"OSMANİYE","TOPRAKKALE",1361,2403,800,4044,1479,90,13,20,0,13,167
"RİZE","ARDEŞEN",10993,41793,21312,7129,3421,818,157,106,8,78,604
"RİZE","ÇAMLIHEMŞİN",773,2830,55,503,167,43,11,6,1,6,63
"RİZE","ÇAYELİ",1969,19322,115,4551,1665,387,36,42,11,47,384
"RİZE","DEREPAZARI",407,3567,24,715,161,102,6,3,8,8,60
"RİZE","FINDIKLI",3873,5078,1125,858,1183,93,28,14,5,31,116
"RİZE","GÜNEYSU",391,7814,13,928,329,109,11,9,4,14,98
"RİZE","HEMŞİN",413,1050,29,149,117,19,12,6,4,4,19
"RİZE","İKİZDERE",272,3238,10,438,137,48,17,6,1,3,44
"RİZE","İYİDERE",380,4404,7,654,213,104,11,5,13,11,70
"RİZE","KALKANDERE",644,5772,147,858,575,122,7,6,26,4,60
"RİZE","MERKEZ",9587,60820,665,11887,5139,2253,134,75,183,174,934
"RİZE","PAZAR",4615,11381,323,2534,1242,228,58,29,12,41,258
"SAKARYA","ADAPAZARI",27627,90377,4904,22897,17536,3644,297,209,0,438,2046
"SAKARYA","AKYAZI",6106,39558,872,7692,3526,1274,100,79,0,77,801
"SAKARYA","ARİFİYE",2660,15906,1354,3681,1956,531,42,29,0,48,358
"SAKARYA","ERENLER",5538,33981,1310,7190,4164,1071,79,60,0,94,653
"SAKARYA","FERİZLİ",1982,9803,150,2590,1555,257,35,30,0,38,241
"SAKARYA","GEYVE",3393,18680,438,3688,4155,644,107,89,0,56,378
"SAKARYA","HENDEK",5410,29932,770,8510,5296,580,94,76,0,109,797
"SAKARYA","KARAPÜRÇEK",775,5277,99,1106,350,287,14,15,0,20,107
"SAKARYA","KARASU",5928,22610,853,5602,3379,708,109,60,0,76,561
"SAKARYA","KAYNARCA",1372,10702,73,2272,990,263,24,22,0,15,229
"SAKARYA","KOCAALİ",1689,8638,150,2004,1385,490,44,32,0,23,175
"SAKARYA","PAMUKOVA",2427,11252,158,2303,2006,378,41,32,0,32,252
"SAKARYA","SAPANCA",4911,14063,897,3409,2264,745,42,20,0,76,324
"SAKARYA","SERDİVAN",13566,39760,2527,10422,9628,1922,120,73,0,245,843
"SAKARYA","SÖĞÜTLÜ",1702,5678,57,989,1019,120,21,19,0,16,92
"SAKARYA","TARAKLI",391,3008,13,647,417,119,17,12,0,4,48
"SAMSUN","19-May",1705,10544,101,2222,1479,227,34,33,6,25,183
"SAMSUN","ALAÇAM",3433,7948,249,2439,2368,158,83,64,9,45,228
"SAMSUN","ASARCIK",503,6081,18,2963,557,96,17,34,3,7,196
"SAMSUN","ATAKUM",32740,41973,3488,15991,17300,1836,201,77,52,409,1093
"SAMSUN","AYVACIK",667,8122,17,2769,703,73,27,26,10,9,221
"SAMSUN","BAFRA",12902,47315,938,16447,13123,1119,220,199,14,193,1213
"SAMSUN","CANİK",7083,35070,387,10771,5208,853,96,73,12,129,993
"SAMSUN","ÇARŞAMBA",10323,54561,567,13322,7303,1190,194,152,441,131,1315
"SAMSUN","HAVZA",4633,12463,365,6279,1605,337,66,50,7,38,404
"SAMSUN","İLKADIM",44999,91653,3688,35360,25101,3328,340,203,96,621,2661
"SAMSUN","KAVAK",1581,7491,68,2827,1508,164,64,58,5,32,250
"SAMSUN","LADİK",1865,6010,83,2253,1110,169,30,32,5,24,162
"SAMSUN","SALIPAZARI",1495,7887,38,1732,887,127,22,25,6,19,215
"SAMSUN","TEKKEKÖY",6490,18042,155,4496,3357,465,65,46,14,62,341
"SAMSUN","TERME",5975,29448,259,6140,3981,992,103,79,14,64,674
"SAMSUN","VEZİRKÖPRÜ",5284,37092,322,7674,4927,680,172,115,15,80,806
"SAMSUN","YAKAKENT",1120,2996,115,455,805,89,23,19,4,10,63
"SİİRT","BAYKAN",1464,4541,5856,546,393,139,43,59,0,19,47
"SİİRT","ERUH",1458,2736,5630,422,157,47,24,209,0,10,31
"SİİRT","KURTALAN",369,6758,18523,508,172,191,33,231,0,7,63
"SİİRT","MERKEZ",1752,27718,40654,2684,1151,864,110,1022,0,65,340
"SİİRT","PERVARİ",209,6785,4173,315,471,63,48,171,0,9,56
"SİİRT","ŞİRVAN",129,6408,1728,476,137,72,21,71,0,7,39
"SİİRT","TİLLO",26,1796,310,62,21,13,0,14,0,1,12
"SİNOP","AYANCIK",4223,8880,165,891,958,155,67,46,0,47,155
"SİNOP","BOYABAT",3784,17503,302,2666,2565,350,143,79,0,67,357
"SİNOP","DİKMEN",424,2285,44,198,188,34,65,28,0,7,51
"SİNOP","DURAĞAN",873,8093,167,1263,798,123,76,42,0,28,145
"SİNOP","ERFELEK",2565,4385,277,322,801,93,64,46,0,25,70
"SİNOP","GERZE",4307,8851,435,989,1776,202,120,66,0,45,210
"SİNOP","MERKEZ",15832,14365,948,2268,5027,398,183,88,0,149,263
"SİNOP","SARAYDÜZÜ",378,2782,19,338,276,72,31,22,0,8,61
"SİNOP","TÜRKELİ",1063,6842,53,722,507,97,34,29,0,10,143
"SİVAS","AKINCILAR",550,2492,30,304,207,42,10,9,1,3,42
"SİVAS","ALTINYAYLA",417,3984,12,931,171,109,2,4,1,7,69
"SİVAS","DİVRİĞİ",7465,2551,1173,684,394,77,22,12,2,28,40
"SİVAS","DOĞANŞAR",59,1689,0,308,83,39,2,3,0,0,17
"SİVAS","GEMEREK",3616,5956,144,2843,1542,202,47,29,5,33,207
"SİVAS","GÖLOVA",216,1679,20,202,112,36,4,3,0,6,21
"SİVAS","GÜRÜN",1988,5806,247,2201,1221,292,28,10,6,25,169
"SİVAS","HAFİK",3072,3344,247,852,297,149,18,15,1,10,87
"SİVAS","İMRANLI",3152,1407,713,584,168,30,10,7,5,13,48
"SİVAS","KANGAL",3678,5136,488,3346,1128,146,25,66,0,23,260
"SİVAS","KOYULHİSAR",1275,5532,79,1097,621,131,45,32,7,13,131
"SİVAS","MERKEZ",20869,125459,2421,49077,16833,4699,267,227,198,342,3030
"SİVAS","SUŞEHRİ",1059,12239,67,1790,1198,241,47,31,3,20,157
"SİVAS","ŞARKIŞLA",3925,13775,293,3735,1580,492,43,28,22,26,291
"SİVAS","ULAŞ",1053,2727,93,1514,327,41,6,11,6,4,103
"SİVAS","YILDIZELİ",3137,12245,194,3784,690,207,20,25,3,15,268
"SİVAS","ZARA",4556,7467,723,2160,758,121,21,20,6,31,213
"ŞANLIURFA","AKÇAKALE",424,29246,1090,11202,411,128,10,696,139,24,536
"ŞANLIURFA","BİRECİK",2559,19236,13927,2507,1140,398,55,1159,7,28,194
"ŞANLIURFA","BOZOVA",518,12423,9455,1152,419,218,36,492,10,12,122
"ŞANLIURFA","CEYLANPINAR",1963,14536,14642,2682,393,759,28,1022,119,27,196
"ŞANLIURFA","EYYÜBİYE",2407,90941,27482,12419,1896,1672,180,1712,1215,75,1087
"ŞANLIURFA","HALFETİ",1039,6025,9104,405,323,106,38,88,3,14,51
"ŞANLIURFA","HALİLİYE",7275,101119,36311,16036,3289,3094,166,2023,1448,121,1174
"ŞANLIURFA","HARRAN",218,16485,122,16494,257,82,21,49,34,10,1222
"ŞANLIURFA","HİLVAN",2200,8612,7185,611,457,376,48,1178,9,14,53
"ŞANLIURFA","KARAKÖPRÜ",4674,48726,21480,6613,3197,2423,165,1029,190,97,496
"ŞANLIURFA","SİVEREK",3598,47057,38428,4120,2125,934,156,2463,43,72,452
"ŞANLIURFA","SURUÇ",786,13634,28742,394,320,261,43,590,10,14,50
"ŞANLIURFA","VİRANŞEHİR",1275,32232,39216,2899,763,462,64,994,221,23,250
"ŞIRNAK","BEYTÜŞŞEBAP",348,1988,4931,649,245,33,27,31,2,5,31
"ŞIRNAK","CİZRE",947,6303,52588,1150,719,344,80,1763,12,35,89
"ŞIRNAK","GÜÇLÜKONAK",107,1185,3699,220,79,10,6,15,1,3,11
"ŞIRNAK","İDİL",497,5330,22001,638,416,89,36,947,3,14,43
"ŞIRNAK","MERKEZ",1198,10792,22117,3309,1414,293,74,1348,7,40,159
"ŞIRNAK","SİLOPİ",1194,9446,44737,1937,1114,170,85,698,382,40,80
"ŞIRNAK","ULUDERE",757,3479,12896,818,297,62,36,45,1,8,35
"TEKİRDAĞ","ÇERKEZKÖY",24916,36159,11060,11208,7485,851,152,153,29,194,802
"TEKİRDAĞ","ÇORLU",69919,49387,11035,10648,20168,1206,382,163,77,604,987
"TEKİRDAĞ","ERGENE",15841,13216,3064,2709,4790,255,95,52,17,130,244
"TEKİRDAĞ","HAYRABOLU",9570,6961,212,932,3717,132,82,64,8,101,114
"TEKİRDAĞ","KAPAKLI",18980,28751,4404,7520,5901,532,103,81,15,168,646
"TEKİRDAĞ","MALKARA",14660,12849,466,2177,5387,293,154,88,8,113,223
"TEKİRDAĞ","MARMARAEREĞLİSİ",6266,4708,2111,1084,1665,107,54,16,5,57,85
"TEKİRDAĞ","MURATLI",9694,5161,595,1125,2418,125,55,32,6,82,108
"TEKİRDAĞ","SARAY",16598,9122,922,1878,4359,325,107,49,13,103,184
"TEKİRDAĞ","SÜLEYMANPAŞA",51069,43636,5473,7453,18405,1073,314,167,47,532,856
"TEKİRDAĞ","ŞARKÖY",11026,6861,932,1126,2412,119,91,39,4,84,145
"TOKAT","ALMUS",5209,5592,769,1659,688,129,26,24,0,20,130
"TOKAT","ARTOVA",3430,5453,1174,967,782,87,53,11,0,46,86
"TOKAT","BAŞÇİFTLİK",502,1820,5,456,178,35,8,15,0,3,37
"TOKAT","ERBAA",9453,30799,312,10972,6164,913,166,153,0,91,960
"TOKAT","MERKEZ",19627,63547,1752,20290,13094,1659,159,156,0,191,1365
"TOKAT","NİKSAR",9698,18364,729,6336,3595,415,104,63,0,65,605
"TOKAT","PAZAR",799,5812,22,1324,1001,81,25,17,0,7,84
"TOKAT","REŞADİYE",3709,10201,170,3562,1244,218,49,39,0,33,343
"TOKAT","SULUSARAY",386,2817,16,1015,260,54,6,5,0,1,62
"TOKAT","TURHAL",12917,24023,1119,8033,5546,884,63,74,0,101,614
"TOKAT","YEŞİLYURT",611,3005,46,1180,417,73,7,18,0,3,68
"TOKAT","ZİLE",13687,14401,1047,5700,2936,327,44,41,0,79,419
"TRABZON","AKÇAABAT",18589,83783,8231,16950,11133,2052,295,172,36,277,2053
"TRABZON","ARAKLI",11763,48092,4499,8505,3667,1433,140,41,5,119,915
"TRABZON","ARSİN",1290,12004,95,2695,1333,516,32,15,5,23,208
"TRABZON","BEŞİKDÜZÜ",4318,5236,160,1401,2852,195,52,35,8,56,147
"TRABZON","ÇARŞIBAŞI",1194,5761,46,1533,1333,116,29,34,2,16,140
"TRABZON","ÇAYKARA",973,6127,58,968,587,263,34,19,7,21,103
"TRABZON","DERNEKPAZARI",170,2086,3,220,167,139,8,2,1,3,33
"TRABZON","DÜZKÖY",1918,4823,85,1160,620,138,16,15,3,18,119
"TRABZON","HAYRAT",265,4172,9,766,169,112,4,11,52,5,78
"TRABZON","KÖPRÜBAŞI",150,2229,7,368,185,102,2,11,0,1,44
"TRABZON","MAÇKA",2996,9571,75,1873,1091,387,33,18,6,22,199
"TRABZON","OF",1957,19253,182,4394,1214,1152,54,23,19,34,405
"TRABZON","ORTAHİSAR",37458,98770,2488,27918,28799,4879,288,165,122,556,2392
"TRABZON","SÜRMENE",1781,10363,95,2054,1140,611,32,21,5,28,194
"TRABZON","ŞALPAZARI",1003,5051,24,732,865,169,19,27,5,16,75
"TRABZON","TONYA",2421,5396,204,730,755,270,31,29,5,34,94
"TRABZON","VAKFIKEBİR",2576,9820,83,2621,1976,401,44,37,4,40,235
"TRABZON","YOMRA",2659,12595,150,3392,2835,432,45,30,2,42,282
"TUNCELİ","ÇEMİŞGEZEK",1061,2324,729,562,161,30,4,4,0,7,54
"TUNCELİ","HOZAT",1447,409,1601,181,55,8,6,1,0,5,12
"TUNCELİ","MAZGİRT",1094,459,3895,189,47,6,2,7,4,2,16
"TUNCELİ","MERKEZ",5186,2245,13790,981,371,58,24,16,7,23,37
"TUNCELİ","NAZIMİYE",872,206,1165,170,40,9,1,7,0,1,11
"TUNCELİ","OVACIK",1573,260,2482,221,25,12,4,3,1,5,5
"TUNCELİ","PERTEK",1944,1109,3469,620,110,29,19,15,3,5,34
"TUNCELİ","PÜLÜMÜR",1181,216,1088,95,40,13,3,4,0,3,1
"UŞAK","BANAZ",7243,10006,217,2850,3450,182,120,81,0,57,244
"UŞAK","EŞME",8715,9519,694,1533,3616,194,119,138,0,71,149
"UŞAK","KARAHALLI",2139,3417,99,436,942,101,26,19,0,20,49
"UŞAK","MERKEZ",40720,68431,5051,17824,19776,2717,382,288,0,383,1450
"UŞAK","SİVASLI",4714,5753,201,1238,1447,81,47,44,0,43,85
"UŞAK","ULUBEY",3559,3362,154,793,1242,70,45,34,0,25,72
"VAN","BAHÇESARAY",95,2856,2333,164,100,117,25,38,46,7,29
"VAN","BAŞKALE",1105,6112,21549,1018,284,87,47,80,4,9,77
"VAN","ÇALDIRAN",468,5048,18747,383,260,184,67,79,4,12,48
"VAN","ÇATAK",225,2814,5847,211,118,123,32,44,4,12,20
"VAN","EDREMİT",1397,21023,35457,1833,921,536,60,486,32,38,250
"VAN","ERCİŞ",1378,25720,42265,3070,1166,472,108,489,17,44,364
"VAN","GEVAŞ",241,6209,6449,573,168,299,29,102,7,9,71
"VAN","GÜRPINAR",242,5551,8954,298,175,181,36,335,2,7,37
"VAN","İPEKYOLU",3970,52834,85171,4080,1633,1233,184,1698,151,87,647
"VAN","MURADİYE",463,5303,14320,317,228,172,52,382,4,18,48
"VAN","ÖZALP",391,3045,23974,339,181,76,57,84,5,18,41
"VAN","SARAY",132,1468,7188,262,88,42,25,25,3,12,20
"VAN","TUŞBA",1520,23326,40281,2952,788,523,92,918,35,28,402
"YALOVA","ALTINOVA",4464,7938,1080,1247,1272,211,33,54,0,39,137
"YALOVA","ARMUTLU",1257,2581,361,864,591,113,11,15,0,22,67
"YALOVA","ÇINARCIK",6768,7844,1510,1622,1676,178,63,16,0,57,190
"YALOVA","ÇİFTLİKKÖY",6883,9864,1288,1963,2398,336,50,37,0,80,212
"YALOVA","MERKEZ",23791,35440,7405,5727,8746,1076,157,163,0,219,724
"YALOVA","TERMAL",680,2120,69,236,406,81,8,1,0,9,17
"YOZGAT","AKDAĞMADENİ",12265,44530,11370,10498,3870,796,190,132,0,105,919
"YOZGAT","AYDINCIK",650,4177,86,1181,363,47,12,14,0,5,88
"YOZGAT","BOĞAZLIYAN",5605,8959,234,4199,1792,147,37,29,0,38,319
"YOZGAT","ÇANDIR",634,1198,4,695,204,12,10,6,0,2,51
"YOZGAT","ÇAYIRALAN",1453,3528,70,1294,530,52,34,16,0,14,111
"YOZGAT","ÇEKEREK",1427,8099,101,2035,739,199,26,29,0,20,167
"YOZGAT","KADIŞEHRİ",595,4336,18,1632,211,100,5,7,0,5,117
"YOZGAT","MERKEZ",7191,29086,450,17263,4186,731,72,80,0,94,1118
"YOZGAT","SARAYKENT",116,3764,8,1883,298,60,6,12,0,2,97
"YOZGAT","SARIKAYA",1007,10198,76,5760,1303,182,39,38,0,9,478
"YOZGAT","SORGUN",3024,27206,449,12947,2867,640,61,74,0,49,779
"YOZGAT","ŞEFAATLİ",1267,4606,42,2092,1438,69,21,33,0,13,158
"YOZGAT","YENİFAKILI",941,1612,16,608,431,17,9,7,0,6,54
"YOZGAT","YERKÖY",2834,11178,473,5052,2551,384,58,48,0,35,371
"ZONGULDAK","ALAPLI",6749,14552,322,3524,2127,387,116,63,90,76,394
"ZONGULDAK","ÇAYCUMA",20777,32079,605,3455,4337,1313,271,172,18,171,432
"ZONGULDAK","DEVREK",8727,20376,352,2644,3049,693,219,118,20,106,338
"ZONGULDAK","EREĞLİ",34060,48292,1930,13806,8768,1212,394,203,986,365,1056
"ZONGULDAK","GÖKÇEBEY",4410,6392,163,961,1169,211,93,63,10,57,120
"ZONGULDAK","KİLİMLİ",7944,8637,181,3478,1802,552,76,24,15,62,206
"ZONGULDAK","KOZLU",8000,13260,496,3501,2526,636,98,43,26,99,265
"ZONGULDAK","MERKEZ",26599,28721,1375,9434,6027,1750,276,135,26,280,680
