<PRE>
Kurlar-Döviz Kurlarý (Günlük)
HAFTALIK,KESÝKLÝ,ORTALAMA
Kullandýðýnýz bilgisayarýn Kontrol Panelinde Bölge ve Dil Seçenekleri, 
Ek Ayarlar seçilerek seçenekler önceki sayfadaki uyarýdaki gibi tanýmlanmadýysa,
orijinal veride tam sayýdan sonra gelen sýfýr(lar) tam sayýya eklenerek açýlmýþ olabilir.



            ;TP.DK.EUR.S.1;TP.DK.USD.S.1
01-11-2013  ;      2.73888;      1.99073
08-11-2013  ;      2.73376;      2.02452
15-11-2013  ;      2.74384;      2.04532
22-11-2013  ;      2.73008;      2.02412
29-11-2013  ;      2.73020;      2.01412
06-12-2013  ;      2.76928;      2.03872
13-12-2013  ;      2.79674;      2.03636
20-12-2013  ;      2.81232;      2.04654
27-12-2013  ;      2.85696;      2.08866
03-01-2014  ;      2.96273;      2.15308
10-01-2014  ;      2.97084;      2.18172
17-01-2014  ;      2.98706;      2.19118
24-01-2014  ;      3.05038;      2.24754
31-01-2014  ;      3.12652;      2.28928
07-02-2014  ;      3.04798;      2.25472
14-02-2014  ;      3.01468;      2.21128
21-02-2014  ;      3.00648;      2.19208
28-02-2014  ;      3.03026;      2.20890
07-03-2014  ;      3.04540;      2.21410
14-03-2014  ;      3.08658;      2.22226
21-03-2014  ;      3.09644;      2.23096
28-03-2014  ;      3.06852;      2.22542
04-04-2014  ;      2.96928;      2.15616
11-04-2014  ;      2.91146;      2.11414
18-04-2014  ;      2.94888;      2.13046
25-04-2014  ;      2.95475;      2.13813
02-05-2014  ;      2.94763;      2.12850
09-05-2014  ;      2.91498;      2.09658
16-05-2014  ;      2.85492;      2.07800
23-05-2014  ;      2.88178;      2.10425
30-05-2014  ;      2.85718;      2.09642
06-06-2014  ;      2.86808;      2.10738
13-06-2014  ;      2.84346;      2.09408
20-06-2014  ;      2.89856;      2.13624
27-06-2014  ;      2.91038;      2.13892
04-07-2014  ;      2.90678;      2.12864
11-07-2014  ;      2.89782;      2.13020
18-07-2014  ;      2.88628;      2.12480
25-07-2014  ;      2.85128;      2.11264
01-08-2014  ;      2.83980;      2.11635
08-08-2014  ;      2.87628;      2.14842
15-08-2014  ;      2.89196;      2.16248
22-08-2014  ;      2.89422;      2.17026
29-08-2014  ;      2.86986;      2.17250
05-09-2014  ;      2.84482;      2.16476
12-09-2014  ;      2.82642;      2.18610
19-09-2014  ;      2.86280;      2.21462
26-09-2014  ;      2.87384;      2.23922
03-10-2014  ;      2.88296;      2.27766
10-10-2014  ;      2.88733;      2.27687
17-10-2014  ;      2.88994;      2.27806
24-10-2014  ;      2.86476;      2.24776
31-10-2014  ;      2.82823;      2.23563
07-11-2014  ;      2.78978;      2.22898
14-11-2014  ;      2.81404;      2.26090
21-11-2014  ;      2.79380;      2.23404
28-11-2014  ;      2.77120;      2.22648
05-12-2014  ;      2.76350;      2.22828
12-12-2014  ;      2.79560;      2.26166
19-12-2014  ;      2.90180;      2.33462
26-12-2014  ;      2.84324;      2.32302
02-01-2015  ;      2.83193;      2.32605
09-01-2015  ;      2.77882;      2.33356
16-01-2015  ;      2.70130;      2.29220
23-01-2015  ;      2.71096;      2.33782
30-01-2015  ;      2.67112;      2.36686
06-02-2015  ;      2.75916;      2.42638
13-02-2015  ;      2.81290;      2.47998
20-02-2015  ;      2.80374;      2.45870
27-02-2015  ;      2.80382;      2.47350
06-03-2015  ;      2.83054;      2.53674
13-03-2015  ;      2.81336;      2.61226
20-03-2015  ;      2.77502;      2.61652
27-03-2015  ;      2.80970;      2.57782
03-04-2015  ;      2.81908;      2.61048
10-04-2015  ;      2.81416;      2.58838
17-04-2015  ;      2.83228;      2.67214
24-04-2015  ;      2.89785;      2.69483
01-05-2015  ;      2.94515;      2.70188
08-05-2015  ;      3.02672;      2.70158
15-05-2015  ;      3.00726;      2.67246
22-05-2015  ;      2.91265;      2.58815
29-05-2015  ;      2.88554;      2.62890
05-06-2015  ;      2.96772;      2.68232
12-06-2015  ;      3.07756;      2.73592
19-06-2015  ;      3.07782;      2.73152
26-06-2015  ;      3.02434;      2.68580
03-07-2015  ;      2.98970;      2.68572
10-07-2015  ;      2.97002;      2.68906
17-07-2015  ;      2.93540;      2.65233
24-07-2015  ;      2.93868;      2.68954
31-07-2015  ;      3.04326;      2.76234
07-08-2015  ;      3.04344;      2.78380
14-08-2015  ;      3.07004;      2.78356
21-08-2015  ;      3.20862;      2.88950
28-08-2015  ;      3.34544;      2.93202
04-09-2015  ;      3.30168;      2.93394
11-09-2015  ;      3.37014;      3.01836
18-09-2015  ;      3.43214;      3.03818
25-09-2015  ;      3.39603;      3.00567
02-10-2015  ;      3.39512;      3.03326
09-10-2015  ;      3.34794;      2.98090
16-10-2015  ;      3.32876;      2.92268
23-10-2015  ;      3.28954;      2.89876
30-10-2015  ;      3.19855;      2.89173
06-11-2015  ;      3.13014;      2.85534
13-11-2015  ;      3.12146;      2.89920
20-11-2015  ;      3.07394;      2.87158
27-11-2015  ;      3.05352;      2.87010
04-12-2015  ;      3.07348;      2.90146
11-12-2015  ;      3.16706;      2.90814
18-12-2015  ;      3.24062;      2.96064
25-12-2015  ;      3.18882;      2.92514
01-01-2016  ;      3.19590;      2.91623
08-01-2016  ;      3.22498;      2.97652
15-01-2016  ;      3.28452;      3.02142
22-01-2016  ;      3.31604;      3.04254
29-01-2016  ;      3.26568;      3.00898
05-02-2016  ;      3.23246;      2.95182
12-02-2016  ;      3.29152;      2.93216
19-02-2016  ;      3.30312;      2.95394
26-02-2016  ;      3.25424;      2.94820
04-03-2016  ;      3.21188;      2.94412
11-03-2016  ;      3.19880;      2.91532
18-03-2016  ;      3.21576;      2.88568
25-03-2016  ;      3.22526;      2.87426
01-04-2016  ;      3.21410;      2.85946
08-04-2016  ;      3.22536;      2.83516
15-04-2016  ;      3.23602;      2.85012
22-04-2016  ;      3.21634;      2.84268
29-04-2016  ;      3.20000;      2.83340
06-05-2016  ;      3.26052;      2.84108
13-05-2016  ;      3.35528;      2.94362
20-05-2016  ;      3.36443;      2.97333
27-05-2016  ;      3.32198;      2.96914
03-06-2016  ;      3.29516;      2.95244
10-06-2016  ;      3.29602;      2.91232
17-06-2016  ;      3.29620;      2.92902
24-06-2016  ;      3.28892;      2.90726
01-07-2016  ;      3.23040;      2.91610
08-07-2016  ;      3.21020;      2.88980
15-07-2016  ;      3.21694;      2.90400
22-07-2016  ;      3.30170;      2.98728
29-07-2016  ;      3.35128;      3.04116
05-08-2016  ;      3.35656;      3.00812
12-08-2016  ;      3.31662;      2.98130
19-08-2016  ;      3.30746;      2.94398
26-08-2016  ;      3.33134;      2.94694
02-09-2016  ;      3.30643;      2.95488
09-09-2016  ;      3.30184;      2.94622
16-09-2016  ;      3.33600;      2.96050
23-09-2016  ;      3.32718;      2.97262
30-09-2016  ;      3.34524;      2.98042
07-10-2016  ;      3.39656;      3.03298
14-10-2016  ;      3.41456;      3.07896
21-10-2016  ;      3.39726;      3.08982
28-10-2016  ;      3.36324;      3.08582
04-11-2016  ;      3.42434;      3.11050
11-11-2016  ;      3.50900;      3.17628
18-11-2016  ;      3.54570;      3.29086
25-11-2016  ;      3.59312;      3.38672
02-12-2016  ;      3.64738;      3.43498
09-12-2016  ;      3.72264;      3.47604
16-12-2016  ;      3.69868;      3.49348
23-12-2016  ;      3.65978;      3.50948
30-12-2016  ;      3.68338;      3.52434
06-01-2017  ;      3.73796;      3.56574
13-01-2017  ;      3.97896;      3.76088
20-01-2017  ;      4.03604;      3.78978
27-01-2017  ;      4.07556;      3.80188
03-02-2017  ;      4.08804;      3.80802
10-02-2017  ;      3.98320;      3.72188
17-02-2017  ;      3.89950;      3.67216
SEÇÝLEN SERÝLERÝN AÇIKLAMALARI
==============================
TP.DK.EUR.S.1: (EUR) Euro  (Doviz Satis)
TP.DK.USD.S.1: (USD) ABD Dolari  (Doviz Satis)
<b>
 Kurlar-Döviz Kurlarý (Günlük) için not :</b>
Bir önceki iþgünü belirlenen gösterge niteliðindeki TCMB kurlarýdýr.
01.01.2005 tarihine kadar olan kurlar, 01.01.2005 tarihinde yapýlan YTL dönüþümünden önceki TL deðerlerini ifade etmektedir.



