<PRE>
Kurlar-Döviz Kurlarý (Günlük)
HAFTALIK,KESÝKLÝ,ORTALAMA
Kullandýðýnýz bilgisayarýn Kontrol Panelinde Bölge ve Dil Seçenekleri, 
Ek Ayarlar seçilerek seçenekler önceki sayfadaki uyarýdaki gibi tanýmlanmadýysa,
orijinal veride tam sayýdan sonra gelen sýfýr(lar) tam sayýya eklenerek açýlmýþ olabilir.



            ;TP.DK.EUR.S.1;TP.DK.USD.S.1

06-01-1950              ;0;      2.82520
13-01-1950              ;0;      2.82520
20-01-1950              ;0;      2.82520
27-01-1950              ;0;      2.82520
03-02-1950              ;0;      2.82520
10-02-1950              ;0;      2.82520
17-02-1950              ;0;      2.82520
24-02-1950              ;0;      2.82520
03-03-1950              ;0;      2.82520
10-03-1950              ;0;      2.82520
17-03-1950              ;0;      2.82520
24-03-1950              ;0;      2.82520
31-03-1950              ;0;      2.82520
07-04-1950              ;0;      2.82520
14-04-1950              ;0;      2.82520
21-04-1950              ;0;      2.82520
28-04-1950              ;0;      2.82520
05-05-1950              ;0;      2.82520
12-05-1950              ;0;      2.82520
19-05-1950              ;0;      2.82520
26-05-1950              ;0;      2.82520
02-06-1950              ;0;      2.82520
09-06-1950              ;0;      2.82520
16-06-1950              ;0;      2.82520
23-06-1950              ;0;      2.82520
30-06-1950              ;0;      2.82520
07-07-1950              ;0;      2.82520
14-07-1950              ;0;      2.82520
21-07-1950              ;0;      2.82520
28-07-1950              ;0;      2.82520
04-08-1950              ;0;      2.82520
11-08-1950              ;0;      2.82520
18-08-1950              ;0;      2.82520
25-08-1950              ;0;      2.82520
01-09-1950              ;0;      2.82520
08-09-1950              ;0;      2.82520
15-09-1950              ;0;      2.82520
22-09-1950              ;0;      2.82520
29-09-1950              ;0;      2.82520
06-10-1950              ;0;      2.82520
13-10-1950              ;0;      2.82520
20-10-1950              ;0;      2.82520
27-10-1950              ;0;      2.82520
03-11-1950              ;0;      2.82520
10-11-1950              ;0;      2.82520
17-11-1950              ;0;      2.82520
24-11-1950              ;0;      2.82520
01-12-1950              ;0;      2.82520
08-12-1950              ;0;      2.82520
15-12-1950              ;0;      2.82520
22-12-1950              ;0;      2.82520
29-12-1950              ;0;      2.82520
05-01-1951              ;0;      2.82520
12-01-1951              ;0;      2.82520
19-01-1951              ;0;      2.82520
26-01-1951              ;0;      2.82520
02-02-1951              ;0;      2.82520
09-02-1951              ;0;      2.82520
16-02-1951              ;0;      2.82520
23-02-1951              ;0;      2.82520
02-03-1951              ;0;      2.82520
09-03-1951              ;0;      2.82520
16-03-1951              ;0;      2.82520
23-03-1951              ;0;      2.82520
30-03-1951              ;0;      2.82520
06-04-1951              ;0;      2.82520
13-04-1951              ;0;      2.82520
20-04-1951              ;0;      2.82520
27-04-1951              ;0;      2.82520
04-05-1951              ;0;      2.82520
11-05-1951              ;0;      2.82520
18-05-1951              ;0;      2.82520
25-05-1951              ;0;      2.82520
01-06-1951              ;0;      2.82520
08-06-1951              ;0;      2.82520
15-06-1951              ;0;      2.82520
22-06-1951              ;0;      2.82520
29-06-1951              ;0;      2.82520
06-07-1951              ;0;      2.82520
13-07-1951              ;0;      2.82520
20-07-1951              ;0;      2.82520
27-07-1951              ;0;      2.82520
03-08-1951              ;0;      2.82520
10-08-1951              ;0;      2.82520
17-08-1951              ;0;      2.82520
24-08-1951              ;0;      2.82520
31-08-1951              ;0;      2.82520
07-09-1951              ;0;      2.82520
14-09-1951              ;0;      2.82520
21-09-1951              ;0;      2.82520
28-09-1951              ;0;      2.82520
05-10-1951              ;0;      2.82520
12-10-1951              ;0;      2.82520
19-10-1951              ;0;      2.82520
26-10-1951              ;0;      2.82520
02-11-1951              ;0;      2.82520
09-11-1951              ;0;      2.82520
16-11-1951              ;0;      2.82520
23-11-1951              ;0;      2.82520
30-11-1951              ;0;      2.82520
07-12-1951              ;0;      2.82520
14-12-1951              ;0;      2.82520
21-12-1951              ;0;      2.82520
28-12-1951              ;0;      2.82520
04-01-1952              ;0;      2.82520
11-01-1952              ;0;      2.82520
18-01-1952              ;0;      2.82520
25-01-1952              ;0;      2.82520
01-02-1952              ;0;      2.82520
08-02-1952              ;0;      2.82520
15-02-1952              ;0;      2.82520
22-02-1952              ;0;      2.82520
29-02-1952              ;0;      2.82520
07-03-1952              ;0;      2.82520
14-03-1952              ;0;      2.82520
21-03-1952              ;0;      2.82520
28-03-1952              ;0;      2.82520
04-04-1952              ;0;      2.82520
11-04-1952              ;0;      2.82520
18-04-1952              ;0;      2.82520
25-04-1952              ;0;      2.82520
02-05-1952              ;0;      2.82520
09-05-1952              ;0;      2.82520
16-05-1952              ;0;      2.82520
23-05-1952              ;0;      2.82520
30-05-1952              ;0;      2.82520
06-06-1952              ;0;      2.82520
13-06-1952              ;0;      2.82520
20-06-1952              ;0;      2.82520
27-06-1952              ;0;      2.82520
04-07-1952              ;0;      2.82520
11-07-1952              ;0;      2.82520
18-07-1952              ;0;      2.82520
25-07-1952              ;0;      2.82520
01-08-1952              ;0;      2.82520
08-08-1952              ;0;      2.82520
15-08-1952              ;0;      2.82520
22-08-1952              ;0;      2.82520
29-08-1952              ;0;      2.82520
05-09-1952              ;0;      2.82520
12-09-1952              ;0;      2.82520
19-09-1952              ;0;      2.82520
26-09-1952              ;0;      2.82520
03-10-1952              ;0;      2.82520
10-10-1952              ;0;      2.82520
17-10-1952              ;0;      2.82520
24-10-1952              ;0;      2.82520
31-10-1952              ;0;      2.82520
07-11-1952              ;0;      2.82520
14-11-1952              ;0;      2.82520
21-11-1952              ;0;      2.82520
28-11-1952              ;0;      2.82520
05-12-1952              ;0;      2.82520
12-12-1952              ;0;      2.82520
19-12-1952              ;0;      2.82520
26-12-1952              ;0;      2.82520
02-01-1953              ;0;      2.82520
09-01-1953              ;0;      2.82520
16-01-1953              ;0;      2.82520
23-01-1953              ;0;      2.82520
30-01-1953              ;0;      2.82520
06-02-1953              ;0;      2.82520
13-02-1953              ;0;      2.82520
20-02-1953              ;0;      2.82520
27-02-1953              ;0;      2.82520
06-03-1953              ;0;      2.82520
13-03-1953              ;0;      2.82520
20-03-1953              ;0;      2.82520
27-03-1953              ;0;      2.82520
03-04-1953              ;0;      2.82520
10-04-1953              ;0;      2.82520
17-04-1953              ;0;      2.82520
24-04-1953              ;0;      2.82520
01-05-1953              ;0;      2.82520
08-05-1953              ;0;      2.82520
15-05-1953              ;0;      2.82520
22-05-1953              ;0;      2.82520
29-05-1953              ;0;      2.82520
05-06-1953              ;0;      2.82520
12-06-1953              ;0;      2.82520
19-06-1953              ;0;      2.82520
26-06-1953              ;0;      2.82520
03-07-1953              ;0;      2.82520
10-07-1953              ;0;      2.82520
17-07-1953              ;0;      2.82520
24-07-1953              ;0;      2.82520
31-07-1953              ;0;      2.82520
07-08-1953              ;0;      2.82520
14-08-1953              ;0;      2.82520
21-08-1953              ;0;      2.82520
28-08-1953              ;0;      2.82520
04-09-1953              ;0;      2.82520
11-09-1953              ;0;      2.82520
18-09-1953              ;0;      2.82520
25-09-1953              ;0;      2.82520
02-10-1953              ;0;      2.82520
09-10-1953              ;0;      2.82520
16-10-1953              ;0;      2.82520
23-10-1953              ;0;      2.82520
30-10-1953              ;0;      2.82520
06-11-1953              ;0;      2.82520
13-11-1953              ;0;      2.82520
20-11-1953              ;0;      2.82520
27-11-1953              ;0;      2.82520
04-12-1953              ;0;      2.82520
11-12-1953              ;0;      2.82520
18-12-1953              ;0;      2.82520
25-12-1953              ;0;      2.82520
01-01-1954              ;0;      2.82520
08-01-1954              ;0;      2.82520
15-01-1954              ;0;      2.82520
22-01-1954              ;0;      2.82520
29-01-1954              ;0;      2.82520
05-02-1954              ;0;      2.82520
12-02-1954              ;0;      2.82520
19-02-1954              ;0;      2.82520
26-02-1954              ;0;      2.82520
05-03-1954              ;0;      2.82520
12-03-1954              ;0;      2.82520
19-03-1954              ;0;      2.82520
26-03-1954              ;0;      2.82520
02-04-1954              ;0;      2.82520
09-04-1954              ;0;      2.82520
16-04-1954              ;0;      2.82520
23-04-1954              ;0;      2.82520
30-04-1954              ;0;      2.82520
07-05-1954              ;0;      2.82520
14-05-1954              ;0;      2.82520
21-05-1954              ;0;      2.82520
28-05-1954              ;0;      2.82520
04-06-1954              ;0;      2.82520
11-06-1954              ;0;      2.82520
18-06-1954              ;0;      2.82520
25-06-1954              ;0;      2.82520
02-07-1954              ;0;      2.82520
09-07-1954              ;0;      2.82520
16-07-1954              ;0;      2.82520
23-07-1954              ;0;      2.82520
30-07-1954              ;0;      2.82520
06-08-1954              ;0;      2.82520
13-08-1954              ;0;      2.82520
20-08-1954              ;0;      2.82520
27-08-1954              ;0;      2.82520
03-09-1954              ;0;      2.82520
10-09-1954              ;0;      2.82520
17-09-1954              ;0;      2.82520
24-09-1954              ;0;      2.82520
01-10-1954              ;0;      2.82520
08-10-1954              ;0;      2.82520
15-10-1954              ;0;      2.82520
22-10-1954              ;0;      2.82520
29-10-1954              ;0;      2.82520
05-11-1954              ;0;      2.82520
12-11-1954              ;0;      2.82520
19-11-1954              ;0;      2.82520
26-11-1954              ;0;      2.82520
03-12-1954              ;0;      2.82520
10-12-1954              ;0;      2.82520
17-12-1954              ;0;      2.82520
24-12-1954              ;0;      2.82520
31-12-1954              ;0;      2.82520
07-01-1955              ;0;      2.82520
14-01-1955              ;0;      2.82520
21-01-1955              ;0;      2.82520
28-01-1955              ;0;      2.82520
04-02-1955              ;0;      2.82520
11-02-1955              ;0;      2.82520
18-02-1955              ;0;      2.82520
25-02-1955              ;0;      2.82520
04-03-1955              ;0;      2.82520
11-03-1955              ;0;      2.82520
18-03-1955              ;0;      2.82520
25-03-1955              ;0;      2.82520
01-04-1955              ;0;      2.82520
08-04-1955              ;0;      2.82520
15-04-1955              ;0;      2.82520
22-04-1955              ;0;      2.82520
29-04-1955              ;0;      2.82520
06-05-1955              ;0;      2.82520
13-05-1955              ;0;      2.82520
20-05-1955              ;0;      2.82520
27-05-1955              ;0;      2.82520
03-06-1955              ;0;      2.82520
10-06-1955              ;0;      2.82520
17-06-1955              ;0;      2.82520
24-06-1955              ;0;      2.82520
01-07-1955              ;0;      2.82520
08-07-1955              ;0;      2.82520
15-07-1955              ;0;      2.82520
22-07-1955              ;0;      2.82520
29-07-1955              ;0;      2.82520
05-08-1955              ;0;      2.82520
12-08-1955              ;0;      2.82520
19-08-1955              ;0;      2.82520
26-08-1955              ;0;      2.82520
02-09-1955              ;0;      2.82520
09-09-1955              ;0;      2.82520
16-09-1955              ;0;      2.82520
23-09-1955              ;0;      2.82520
30-09-1955              ;0;      2.82520
07-10-1955              ;0;      2.82520
14-10-1955              ;0;      2.82520
21-10-1955              ;0;      2.82520
28-10-1955              ;0;      2.82520
04-11-1955              ;0;      2.82520
11-11-1955              ;0;      2.82520
18-11-1955              ;0;      2.82520
25-11-1955              ;0;      2.82520
02-12-1955              ;0;      2.82520
09-12-1955              ;0;      2.82520
16-12-1955              ;0;      2.82520
23-12-1955              ;0;      2.82520
30-12-1955              ;0;      2.82520
06-01-1956              ;0;      2.82520
13-01-1956              ;0;      2.82520
20-01-1956              ;0;      2.82520
27-01-1956              ;0;      2.82520
03-02-1956              ;0;      2.82520
10-02-1956              ;0;      2.82520
17-02-1956              ;0;      2.82520
24-02-1956              ;0;      2.82520
02-03-1956              ;0;      2.82520
09-03-1956              ;0;      2.82520
16-03-1956              ;0;      2.82520
23-03-1956              ;0;      2.82520
30-03-1956              ;0;      2.82520
06-04-1956              ;0;      2.82520
13-04-1956              ;0;      2.82520
20-04-1956              ;0;      2.82520
27-04-1956              ;0;      2.82520
04-05-1956              ;0;      2.82520
11-05-1956              ;0;      2.82520
18-05-1956              ;0;      2.82520
25-05-1956              ;0;      2.82520
01-06-1956              ;0;      2.82520
08-06-1956              ;0;      2.82520
15-06-1956              ;0;      2.82520
22-06-1956              ;0;      2.82520
29-06-1956              ;0;      2.82520
06-07-1956              ;0;      2.82520
13-07-1956              ;0;      2.82520
20-07-1956              ;0;      2.82520
27-07-1956              ;0;      2.82520
03-08-1956              ;0;      2.82520
10-08-1956              ;0;      2.82520
17-08-1956              ;0;      2.82520
24-08-1956              ;0;      2.82520
31-08-1956              ;0;      2.82520
07-09-1956              ;0;      2.82520
14-09-1956              ;0;      2.82520
21-09-1956              ;0;      2.82520
28-09-1956              ;0;      2.82520
05-10-1956              ;0;      2.82520
12-10-1956              ;0;      2.82520
19-10-1956              ;0;      2.82520
26-10-1956              ;0;      2.82520
02-11-1956              ;0;      2.82520
09-11-1956              ;0;      2.82520
16-11-1956              ;0;      2.82520
23-11-1956              ;0;      2.82520
30-11-1956              ;0;      2.82520
07-12-1956              ;0;      2.82520
14-12-1956              ;0;      2.82520
21-12-1956              ;0;      2.82520
28-12-1956              ;0;      2.82520
04-01-1957              ;0;      2.82520
11-01-1957              ;0;      2.82520
18-01-1957              ;0;      2.82520
25-01-1957              ;0;      2.82520
01-02-1957              ;0;      2.82520
08-02-1957              ;0;      2.82520
15-02-1957              ;0;      2.82520
22-02-1957              ;0;      2.82520
01-03-1957              ;0;      2.82520
08-03-1957              ;0;      2.82520
15-03-1957              ;0;      2.82520
22-03-1957              ;0;      2.82520
29-03-1957              ;0;      2.82520
05-04-1957              ;0;      2.82520
12-04-1957              ;0;      2.82520
19-04-1957              ;0;      2.82520
26-04-1957              ;0;      2.82520
03-05-1957              ;0;      2.82520
10-05-1957              ;0;      2.82520
17-05-1957              ;0;      2.82520
24-05-1957              ;0;      2.82520
31-05-1957              ;0;      2.82520
07-06-1957              ;0;      2.82520
14-06-1957              ;0;      2.82520
21-06-1957              ;0;      2.82520
28-06-1957              ;0;      2.82520
05-07-1957              ;0;      2.82520
12-07-1957              ;0;      2.82520
19-07-1957              ;0;      2.82520
26-07-1957              ;0;      2.82520
02-08-1957              ;0;      2.82520
09-08-1957              ;0;      2.82520
16-08-1957              ;0;      2.82520
23-08-1957              ;0;      2.82520
30-08-1957              ;0;      2.82520
06-09-1957              ;0;      2.82520
13-09-1957              ;0;      2.82520
20-09-1957              ;0;      2.82520
27-09-1957              ;0;      2.82520
04-10-1957              ;0;      2.82520
11-10-1957              ;0;      2.82520
18-10-1957              ;0;      2.82520
25-10-1957              ;0;      2.82520
01-11-1957              ;0;      2.82520
08-11-1957              ;0;      2.82520
15-11-1957              ;0;      2.82520
22-11-1957              ;0;      2.82520
29-11-1957              ;0;      2.82520
06-12-1957              ;0;      2.82520
13-12-1957              ;0;      2.82520
20-12-1957              ;0;      2.82520
27-12-1957              ;0;      2.82520
03-01-1958              ;0;      2.82520
10-01-1958              ;0;      2.82520
17-01-1958              ;0;      2.82520
24-01-1958              ;0;      2.82520
31-01-1958              ;0;      2.82520
07-02-1958              ;0;      2.82520
14-02-1958              ;0;      2.82520
21-02-1958              ;0;      2.82520
28-02-1958              ;0;      2.82520
07-03-1958              ;0;      2.82520
14-03-1958              ;0;      2.82520
21-03-1958              ;0;      2.82520
28-03-1958              ;0;      2.82520
04-04-1958              ;0;      2.82520
11-04-1958              ;0;      2.82520
18-04-1958              ;0;      2.82520
25-04-1958              ;0;      2.82520
02-05-1958              ;0;      2.82520
09-05-1958              ;0;      2.82520
16-05-1958              ;0;      2.82520
23-05-1958              ;0;      2.82520
30-05-1958              ;0;      2.82520
06-06-1958              ;0;      2.82520
13-06-1958              ;0;      2.82520
20-06-1958              ;0;      2.82520
27-06-1958              ;0;      2.82520
04-07-1958              ;0;      2.82520
11-07-1958              ;0;      2.82520
18-07-1958              ;0;      2.82520
25-07-1958              ;0;      2.82520
01-08-1958              ;0;      2.82520
08-08-1958              ;0;      2.82520
15-08-1958              ;0;      2.82520
22-08-1958              ;0;      2.82520
29-08-1958              ;0;      2.82520
05-09-1958              ;0;      2.82520
12-09-1958              ;0;      2.82520
19-09-1958              ;0;      2.82520
26-09-1958              ;0;      2.82520
03-10-1958              ;0;      2.82520
10-10-1958              ;0;      2.82520
17-10-1958              ;0;      2.82520
24-10-1958              ;0;      2.82520
31-10-1958              ;0;      2.82520
07-11-1958              ;0;      2.82520
14-11-1958              ;0;      2.82520
21-11-1958              ;0;      2.82520
28-11-1958              ;0;      2.82520
05-12-1958              ;0;      2.82520
12-12-1958              ;0;      2.82520
19-12-1958              ;0;      2.82520
26-12-1958              ;0;      2.82520
02-01-1959              ;0;      2.82520
09-01-1959              ;0;      2.82520
16-01-1959              ;0;      2.82520
23-01-1959              ;0;      2.82520
30-01-1959              ;0;      2.82520
06-02-1959              ;0;      2.82520
13-02-1959              ;0;      2.82520
20-02-1959              ;0;      2.82520
27-02-1959              ;0;      2.82520
06-03-1959              ;0;      2.82520
13-03-1959              ;0;      2.82520
20-03-1959              ;0;      2.82520
27-03-1959              ;0;      2.82520
03-04-1959              ;0;      2.82520
10-04-1959              ;0;      2.82520
17-04-1959              ;0;      2.82520
24-04-1959              ;0;      2.82520
01-05-1959              ;0;      2.82520
08-05-1959              ;0;      2.82520
15-05-1959              ;0;      2.82520
22-05-1959              ;0;      2.82520
29-05-1959              ;0;      2.82520
05-06-1959              ;0;      2.82520
12-06-1959              ;0;      2.82520
19-06-1959              ;0;      2.82520
26-06-1959              ;0;      2.82520
03-07-1959              ;0;      2.82520
10-07-1959              ;0;      2.82520
17-07-1959              ;0;      2.82520
24-07-1959              ;0;      2.82520
31-07-1959              ;0;      2.82520
07-08-1959              ;0;      2.82520
14-08-1959              ;0;      2.82520
21-08-1959              ;0;      2.82520
28-08-1959              ;0;      2.82520
04-09-1959              ;0;      2.82520
11-09-1959              ;0;      2.82520
18-09-1959              ;0;      2.82520
25-09-1959              ;0;      2.82520
02-10-1959              ;0;      2.82520
09-10-1959              ;0;      2.82520
16-10-1959              ;0;      2.82520
23-10-1959              ;0;      2.82520
30-10-1959              ;0;      2.82520
06-11-1959              ;0;      2.82520
13-11-1959              ;0;      2.82520
20-11-1959              ;0;      2.82520
27-11-1959              ;0;      2.82520
04-12-1959              ;0;      2.82520
11-12-1959              ;0;      2.82520
18-12-1959              ;0;      2.82520
25-12-1959              ;0;      2.82520
01-01-1960              ;0;      2.82520
08-01-1960              ;0;      2.82520
15-01-1960              ;0;      2.82520
22-01-1960              ;0;      2.82520
29-01-1960              ;0;      2.82520
05-02-1960              ;0;      2.82520
12-02-1960              ;0;      2.82520
19-02-1960              ;0;      2.82520
26-02-1960              ;0;      2.82520
04-03-1960              ;0;      2.82520
11-03-1960              ;0;      2.82520
18-03-1960              ;0;      2.82520
25-03-1960              ;0;      2.82520
01-04-1960              ;0;      2.82520
08-04-1960              ;0;      2.82520
15-04-1960              ;0;      2.82520
22-04-1960              ;0;      2.82520
29-04-1960              ;0;      2.82520
06-05-1960              ;0;      2.82520
13-05-1960              ;0;      2.82520
20-05-1960              ;0;      2.82520
27-05-1960              ;0;      2.82520
03-06-1960              ;0;      2.82520
10-06-1960              ;0;      2.82520
17-06-1960              ;0;      2.82520
24-06-1960              ;0;      2.82520
01-07-1960              ;0;      2.82520
08-07-1960              ;0;      2.82520
15-07-1960              ;0;      2.82520
22-07-1960              ;0;      2.82520
29-07-1960              ;0;      2.82520
05-08-1960              ;0;      2.82520
12-08-1960              ;0;      2.82520
19-08-1960              ;0;      2.82520
26-08-1960              ;0;      9.04500
02-09-1960              ;0;      9.04500
09-09-1960              ;0;      9.04500
16-09-1960              ;0;      9.04500
23-09-1960              ;0;      9.04500
30-09-1960              ;0;      9.04500
07-10-1960              ;0;      9.04500
14-10-1960              ;0;      9.04500
21-10-1960              ;0;      9.04500
28-10-1960              ;0;      9.04500
04-11-1960              ;0;      9.04500
11-11-1960              ;0;      9.04500
18-11-1960              ;0;      9.04500
25-11-1960              ;0;      9.04500
02-12-1960              ;0;      9.04500
09-12-1960              ;0;      9.04500
16-12-1960              ;0;      9.04500
23-12-1960              ;0;      9.04500
30-12-1960              ;0;      9.04500
06-01-1961              ;0;      9.04500
13-01-1961              ;0;      9.04500
20-01-1961              ;0;      9.04500
27-01-1961              ;0;      9.04500
03-02-1961              ;0;      9.04500
10-02-1961              ;0;      9.04500
17-02-1961              ;0;      9.04500
24-02-1961              ;0;      9.04500
03-03-1961              ;0;      9.04500
10-03-1961              ;0;      9.04500
17-03-1961              ;0;      9.04500
24-03-1961              ;0;      9.04500
31-03-1961              ;0;      9.04500
07-04-1961              ;0;      9.04500
14-04-1961              ;0;      9.04500
21-04-1961              ;0;      9.04500
28-04-1961              ;0;      9.04500
05-05-1961              ;0;      9.04500
12-05-1961              ;0;      9.04500
19-05-1961              ;0;      9.04500
26-05-1961              ;0;      9.04500
02-06-1961              ;0;      9.04500
09-06-1961              ;0;      9.04500
16-06-1961              ;0;      9.04500
23-06-1961              ;0;      9.04500
30-06-1961              ;0;      9.04500
07-07-1961              ;0;      9.04500
14-07-1961              ;0;      9.04500
21-07-1961              ;0;      9.04500
28-07-1961              ;0;      9.04500
04-08-1961              ;0;      9.04500
11-08-1961              ;0;      9.04500
18-08-1961              ;0;      9.04500
25-08-1961              ;0;      9.04500
01-09-1961              ;0;      9.04500
08-09-1961              ;0;      9.04500
15-09-1961              ;0;      9.04500
22-09-1961              ;0;      9.04500
29-09-1961              ;0;      9.04500
06-10-1961              ;0;      9.04500
13-10-1961              ;0;      9.04500
20-10-1961              ;0;      9.04500
27-10-1961              ;0;      9.04500
03-11-1961              ;0;      9.04500
10-11-1961              ;0;      9.04500
17-11-1961              ;0;      9.04500
24-11-1961              ;0;      9.04500
01-12-1961              ;0;      9.04500
08-12-1961              ;0;      9.04500
15-12-1961              ;0;      9.04500
22-12-1961              ;0;      9.04500
29-12-1961              ;0;      9.04500
05-01-1962              ;0;      9.04500
12-01-1962              ;0;      9.04500
19-01-1962              ;0;      9.04500
26-01-1962              ;0;      9.04500
02-02-1962              ;0;      9.04500
09-02-1962              ;0;      9.04500
16-02-1962              ;0;      9.04500
23-02-1962              ;0;      9.04500
02-03-1962              ;0;      9.04500
09-03-1962              ;0;      9.04500
16-03-1962              ;0;      9.04500
23-03-1962              ;0;      9.04500
30-03-1962              ;0;      9.04500
06-04-1962              ;0;      9.04500
13-04-1962              ;0;      9.04500
20-04-1962              ;0;      9.04500
27-04-1962              ;0;      9.04500
04-05-1962              ;0;      9.04500
11-05-1962              ;0;      9.04500
18-05-1962              ;0;      9.04500
25-05-1962              ;0;      9.04500
01-06-1962              ;0;      9.04500
08-06-1962              ;0;      9.04500
15-06-1962              ;0;      9.04500
22-06-1962              ;0;      9.04500
29-06-1962              ;0;      9.04500
06-07-1962              ;0;      9.04500
13-07-1962              ;0;      9.04500
20-07-1962              ;0;      9.04500
27-07-1962              ;0;      9.04500
03-08-1962              ;0;      9.04500
10-08-1962              ;0;      9.04500
17-08-1962              ;0;      9.04500
24-08-1962              ;0;      9.04500
31-08-1962              ;0;      9.04500
07-09-1962              ;0;      9.04500
14-09-1962              ;0;      9.04500
21-09-1962              ;0;      9.04500
28-09-1962              ;0;      9.04500
05-10-1962              ;0;      9.04500
12-10-1962              ;0;      9.04500
19-10-1962              ;0;      9.04500
26-10-1962              ;0;      9.04500
02-11-1962              ;0;      9.04500
09-11-1962              ;0;      9.04500
16-11-1962              ;0;      9.04500
23-11-1962              ;0;      9.04500
30-11-1962              ;0;      9.04500
07-12-1962              ;0;      9.04500
14-12-1962              ;0;      9.04500
21-12-1962              ;0;      9.04500
28-12-1962              ;0;      9.04500
04-01-1963              ;0;      9.04500
11-01-1963              ;0;      9.04500
18-01-1963              ;0;      9.04500
25-01-1963              ;0;      9.04500
01-02-1963              ;0;      9.04500
08-02-1963              ;0;      9.04500
15-02-1963              ;0;      9.04500
22-02-1963              ;0;      9.04500
01-03-1963              ;0;      9.04500
08-03-1963              ;0;      9.04500
15-03-1963              ;0;      9.04500
22-03-1963              ;0;      9.04500
29-03-1963              ;0;      9.04500
05-04-1963              ;0;      9.04500
12-04-1963              ;0;      9.04500
19-04-1963              ;0;      9.04500
26-04-1963              ;0;      9.04500
03-05-1963              ;0;      9.04500
10-05-1963              ;0;      9.04500
17-05-1963              ;0;      9.04500
24-05-1963              ;0;      9.04500
31-05-1963              ;0;      9.04500
07-06-1963              ;0;      9.04500
14-06-1963              ;0;      9.04500
21-06-1963              ;0;      9.04500
28-06-1963              ;0;      9.04500
05-07-1963              ;0;      9.04500
12-07-1963              ;0;      9.04500
19-07-1963              ;0;      9.04500
26-07-1963              ;0;      9.04500
02-08-1963              ;0;      9.04500
09-08-1963              ;0;      9.04500
16-08-1963              ;0;      9.04500
23-08-1963              ;0;      9.04500
30-08-1963              ;0;      9.04500
06-09-1963              ;0;      9.04500
13-09-1963              ;0;      9.04500
20-09-1963              ;0;      9.04500
27-09-1963              ;0;      9.04500
04-10-1963              ;0;      9.04500
11-10-1963              ;0;      9.04500
18-10-1963              ;0;      9.04500
25-10-1963              ;0;      9.04500
01-11-1963              ;0;      9.04500
08-11-1963              ;0;      9.04500
15-11-1963              ;0;      9.04500
22-11-1963              ;0;      9.04500
29-11-1963              ;0;      9.04500
06-12-1963              ;0;      9.04500
13-12-1963              ;0;      9.04500
20-12-1963              ;0;      9.04500
27-12-1963              ;0;      9.04500
03-01-1964              ;0;      9.06250
10-01-1964              ;0;      9.08000
17-01-1964              ;0;      9.08000
24-01-1964              ;0;      9.08000
31-01-1964              ;0;      9.08000
07-02-1964              ;0;      9.08000
14-02-1964              ;0;      9.08000
21-02-1964              ;0;      9.08000
28-02-1964              ;0;      9.08000
06-03-1964              ;0;      9.08000
13-03-1964              ;0;      9.08000
20-03-1964              ;0;      9.08000
27-03-1964              ;0;      9.08000
03-04-1964              ;0;      9.08000
10-04-1964              ;0;      9.08000
17-04-1964              ;0;      9.08000
24-04-1964              ;0;      9.08000
01-05-1964              ;0;      9.08000
08-05-1964              ;0;      9.08000
15-05-1964              ;0;      9.08000
22-05-1964              ;0;      9.08000
29-05-1964              ;0;      9.08000
05-06-1964              ;0;      9.08000
12-06-1964              ;0;      9.08000
19-06-1964              ;0;      9.08000
26-06-1964              ;0;      9.08000
03-07-1964              ;0;      9.08000
10-07-1964              ;0;      9.08000
17-07-1964              ;0;      9.08000
24-07-1964              ;0;      9.08000
31-07-1964              ;0;      9.08000
07-08-1964              ;0;      9.08000
14-08-1964              ;0;      9.08000
21-08-1964              ;0;      9.08000
28-08-1964              ;0;      9.08000
04-09-1964              ;0;      9.08000
11-09-1964              ;0;      9.08000
18-09-1964              ;0;      9.08000
25-09-1964              ;0;      9.08000
02-10-1964              ;0;      9.08000
09-10-1964              ;0;      9.08000
16-10-1964              ;0;      9.08000
23-10-1964              ;0;      9.08000
30-10-1964              ;0;      9.08000
06-11-1964              ;0;      9.08000
13-11-1964              ;0;      9.08000
20-11-1964              ;0;      9.08000
27-11-1964              ;0;      9.08000
04-12-1964              ;0;      9.08000
11-12-1964              ;0;      9.08000
18-12-1964              ;0;      9.08000
25-12-1964              ;0;      9.08000
01-01-1965              ;0;      9.08000
08-01-1965              ;0;      9.08000
15-01-1965              ;0;      9.08000
22-01-1965              ;0;      9.08000
29-01-1965              ;0;      9.08000
05-02-1965              ;0;      9.08000
12-02-1965              ;0;      9.08000
19-02-1965              ;0;      9.08000
26-02-1965              ;0;      9.08000
05-03-1965              ;0;      9.08000
12-03-1965              ;0;      9.08000
19-03-1965              ;0;      9.08000
26-03-1965              ;0;      9.08000
02-04-1965              ;0;      9.08000
09-04-1965              ;0;      9.08000
16-04-1965              ;0;      9.08000
23-04-1965              ;0;      9.08000
30-04-1965              ;0;      9.08000
07-05-1965              ;0;      9.08000
14-05-1965              ;0;      9.08000
21-05-1965              ;0;      9.08000
28-05-1965              ;0;      9.08000
04-06-1965              ;0;      9.08000
11-06-1965              ;0;      9.08000
18-06-1965              ;0;      9.08000
25-06-1965              ;0;      9.08000
02-07-1965              ;0;      9.08000
